class,nimages_seq,signal_noise_median,signal_median
OTHER,111,0.5763139007829778,2884.53515625
OTHER,63,3.395805674600781,2562.62890625
OTHER,45,1.302842276231483,2043.96142578125
OTHER,93,3.854285101076237,2022.1640625
OTHER,38,21.723688960521258,3030.14990234375
OTHER,127,7.188950341448768,2466.2412109375
OTHER,66,17.02111445789572,2080.1700439453125
OTHER,162,2.291618754874998,1896.5345458984375
OTHER,149,3.123369778569964,2183.932373046875
OTHER,99,5.199959932165584,1780.7822265625
OTHER,79,1.8651065723176041,1946.125
OTHER,99,2.394866725077474,1749.64453125
OTHER,67,6.413027661998247,2177.5341796875
OTHER,85,1.9690070831190483,2408.7021484375
OTHER,65,0.7785157803627057,2062.056396484375
OTHER,50,2.1280211719758904,2764.221435546875
OTHER,119,19.211523352180674,1800.09912109375
OTHER,60,3.008607988006789,2646.328369140625
OTHER,90,5.975356475942078,1889.0546875
OTHER,82,1.585336543995695,2447.162109375
OTHER,135,1.815261765221714,1909.107421875
OTHER,178,90.0569395249019,2221.4365234375
OTHER,82,1.1589183453227474,1841.49267578125
OTHER,100,50.498953928844166,2777.446044921875
OTHER,103,75.96471863463013,3221.830078125
OTHER,104,2.2905894308149026,2432.51171875
OTHER,70,25.72457994757979,2022.65625
OTHER,147,2.320790279555844,2040.986328125
OTHER,97,8.663238243129525,2110.53076171875
OTHER,85,1.8414407605840617,2783.7763671875
OTHER,140,28.968257149310002,2499.070068359375
OTHER,46,1.9860302033651265,1737.455078125
OTHER,98,2.898497527527085,1911.989990234375
OTHER,105,3.6679012035517764,1876.4697265625
OTHER,67,1.806856433449363,1894.77001953125
OTHER,153,1.1002884850345358,2287.47265625
OTHER,14,5.4850676834266565,2663.190673828125
OTHER,161,1.33506401248091,2158.2392578125
OTHER,63,7.565126165129252,1974.9296875
OTHER,31,73.0045583499436,2787.193359375
OTHER,136,75.62796506387667,1610.005615234375
OTHER,114,55.80568168911653,2529.012939453125
OTHER,59,1.5760125996513763,2590.72265625
OTHER,106,2.9956389570600535,2473.11328125
OTHER,92,40.13095505992372,1899.068603515625
OTHER,66,3.9518574528416286,1952.9991455078125
OTHER,92,78.51845516336603,1762.484375
OTHER,38,14.665507533248958,2480.9461669921875
OTHER,56,86.62240705551977,2519.8175048828125
OTHER,49,0.5312075756384897,3173.0
OTHER,16,12.859944346883017,1860.005859375
OTHER,54,3.180293758307136,3963.466796875
OTHER,131,1.3249037361937663,1670.97314453125
OTHER,85,1.9686764008334572,2408.71630859375
OTHER,116,2.012239610488989,2207.127685546875
OTHER,118,8.563026612582217,1876.61376953125
OTHER,55,18.476343396404527,2525.5830078125
OTHER,110,1.880195214258878,2424.261474609375
OTHER,10,48.228240909765816,3361.5888671875
OTHER,121,3.4345082270273557,2260.36083984375
OTHER,134,7.179575355602649,2680.21044921875
OTHER,89,19.17668582155674,2348.9033203125
OTHER,40,13.090339172971003,2052.841552734375
OTHER,145,7.4997058688027405,2078.453125
OTHER,113,11.112083860297687,1877.8125
OTHER,52,9.179645947081973,3229.15478515625
OTHER,72,9.233244704545257,1852.478515625
OTHER,96,1.9886522600945176,1551.613525390625
OTHER,57,18.19886038387548,1812.572265625
OTHER,136,2.1975051690495775,2639.9423828125
OTHER,107,60.089714635505544,1864.46484375
OTHER,98,10.854772605895036,1525.2857666015625
OTHER,85,8.30466760284122,1958.3125
OTHER,153,5.603762915505335,1932.40625
OTHER,16,4.560240993795951,1429.3642578125
OTHER,60,2.0879442566359154,2191.2388916015625
OTHER,64,13.581604204633704,1767.656494140625
OTHER,128,64.03312906046061,2088.1279296875
OTHER,77,7.5771257575478455,2193.8515625
OTHER,99,6.163226036256806,2224.9150390625
OTHER,21,2.528939740737425,3056.3291015625
OTHER,106,9.817377477648941,2071.404052734375
OTHER,110,14.15431165869462,1647.18603515625
OTHER,153,29.450506041974158,2292.880859375
OTHER,138,8.584762913018423,1607.619140625
OTHER,167,53.89315713821435,2057.162109375
OTHER,131,15.273519679272242,2012.9453125
OTHER,163,63.81758124429008,2108.3642578125
OTHER,99,6.221548691041631,3088.4443359375
OTHER,135,2.750939944277793,2180.98046875
OTHER,138,24.098454982190603,2149.9931640625
OTHER,90,2.3320088946109285,2409.046875
OTHER,76,2.7921381305761397,2055.2335205078125
OTHER,81,2.235668728504006,2393.232421875
OTHER,118,8.253642553524335,1826.283447265625
OTHER,80,3.9609245655712626,2570.669921875
OTHER,110,48.416476249165285,1740.866455078125
OTHER,112,29.038754328185014,2164.0467529296875
OTHER,100,4.54061027691059,1843.941162109375
OTHER,126,2.459441679624878,1942.0347900390625
OTHER,62,1.3704137634228357,2853.65966796875
OTHER,176,5.257223519643705,1698.314453125
OTHER,105,5.665277197215432,1870.2685546875
OTHER,151,13.166501424298923,2095.6953125
OTHER,91,6.359340457762312,2085.723388671875
OTHER,100,2.395412514390958,2671.01611328125
OTHER,73,10.761545923359094,1475.5068359375
OTHER,90,82.4344214034984,2356.5341796875
OTHER,59,2.650863086216095,1901.7578125
OTHER,80,2.6181571590523958,1947.38916015625
OTHER,26,4.826253868313302,2838.297119140625
OTHER,109,1.8457743636910873,1694.6083984375
OTHER,66,2.4752356931880684,2695.70556640625
OTHER,78,1.6088116289854324,2581.9371337890625
OTHER,66,75.61157170665837,1913.2890625
OTHER,160,2.146590892552765,1876.4129638671875
OTHER,29,5.302302191334106,1952.673828125
OTHER,58,4.149630499803276,2812.790771484375
OTHER,17,5.227715260767046,3403.61328125
OTHER,106,6.47439283469518,2013.405029296875
OTHER,139,1.0278154028103061,2266.015625
OTHER,105,29.21983138138557,1774.78466796875
OTHER,66,95.91702504720773,2301.166259765625
OTHER,98,90.17045047188373,2030.1807861328125
OTHER,51,0.9429082012305147,2330.85009765625
OTHER,115,6.38905342001838,1847.1689453125
OTHER,78,11.883576807702546,2484.176025390625
OTHER,106,37.230394157166074,2733.039794921875
OTHER,78,11.162627308384664,1566.62451171875
OTHER,93,5.05880087857266,2031.79296875
OTHER,102,7.6728844633859605,1842.51171875
OTHER,124,15.463515734921035,1758.0400390625
OTHER,67,67.30990318753335,3018.5625
OTHER,112,15.504077532309466,2603.7275390625
OTHER,101,0.9644651404253376,1801.8359375
OTHER,113,33.76464582378406,2084.255126953125
OTHER,143,1.0184069937489468,2608.8291015625
OTHER,71,75.36299329574227,2270.078125
OTHER,50,3.2871928542552347,1723.82568359375
OTHER,115,55.85840978427789,2514.442138671875
OTHER,75,15.92325074701688,2099.90234375
OTHER,147,2.447898616792838,2199.59228515625
OTHER,123,40.32086474131143,2017.5283203125
OTHER,58,2.0399200445585106,1696.80712890625
OTHER,122,23.766258460688434,1905.775146484375
OTHER,97,3.6086893113424896,2019.6748046875
OTHER,83,1.7231775974603118,1863.984375
OTHER,30,0.6914625471541219,2882.47265625
OTHER,134,35.280016308981274,2097.6715087890625
OTHER,79,0.6301212438071758,3304.255859375
OTHER,100,6.385446579323528,2701.8504638671875
OTHER,31,5.133277696240732,1894.351806640625
OTHER,32,2.161861433540901,1487.843017578125
OTHER,67,23.462531668169223,1812.7646484375
OTHER,106,5.545542148777505,2354.5263671875
OTHER,63,6.025436832390576,1757.23828125
OTHER,95,2.581486962782227,1894.807861328125
OTHER,110,4.403185562659967,2159.36376953125
OTHER,79,2.2600960017090164,2112.2412109375
OTHER,62,2.11501884246485,2140.9627685546875
OTHER,82,6.053113119941994,2120.94189453125
OTHER,113,44.66145106613315,1793.79638671875
OTHER,163,4.27606036335157,1963.39453125
OTHER,72,41.444016102794905,2142.9033203125
OTHER,158,3.523311226719093,2255.7171630859375
OTHER,43,36.480272656451575,2779.67333984375
OTHER,102,0.8175977687871365,1647.75732421875
OTHER,105,1.7008463197655956,1955.3818359375
OTHER,79,7.323850392572272,2188.779296875
OTHER,26,4.808022275561848,1390.456787109375
OTHER,90,73.86950048105149,2557.6513671875
OTHER,97,10.720933409830895,1512.25537109375
OTHER,41,1.5799044687599262,2046.5390625
OTHER,76,78.88199107360359,2635.413818359375
OTHER,89,38.115960000905886,2967.2119140625
OTHER,104,73.11217975409885,1714.8604736328125
OTHER,79,74.60431626436069,2176.046142578125
OTHER,111,2.991555644121013,2000.38623046875
OTHER,132,3.4434399779998506,2304.73828125
OTHER,119,16.464044738947944,1777.1611328125
OTHER,101,6.627017110588233,2587.22802734375
OTHER,107,38.765315481577574,2261.04296875
OTHER,95,4.214217584345785,1832.203857421875
OTHER,95,4.691162218505939,1645.191162109375
OTHER,68,4.5395959375319315,2067.2969970703125
OTHER,22,12.968117845212927,2257.9169921875
OTHER,114,2.578796336791222,1862.3387451171875
OTHER,95,22.110309585601254,2077.880859375
OTHER,132,1.1831067565403677,2022.85205078125
OTHER,74,2.1518385551747325,2245.6864013671875
OTHER,45,52.35213755647533,2360.664794921875
OTHER,23,32.5562774916295,1660.1943359375
OTHER,76,5.092256096161579,2586.415771484375
OTHER,136,6.527373293855245,2194.49560546875
OTHER,21,3.4296625006368333,1470.63427734375
OTHER,86,11.974381814249412,1856.9437255859375
OTHER,72,17.105870699020116,2282.337646484375
OTHER,102,2.0478169147842036,2332.4580078125
OTHER,93,1.9921291153215135,1818.4970703125
OTHER,82,8.474987964555304,2813.86083984375
OTHER,99,15.684523561377226,2007.7314453125
OTHER,153,2.590366491912741,1659.63916015625
OTHER,116,8.18439790383783,1952.0078125
OTHER,119,23.32829891746693,1970.4140625
OTHER,95,4.636777641298993,2109.193359375
OTHER,56,1.5037292996856673,1840.466796875
OTHER,125,34.57889386243364,2337.78125
OTHER,168,39.0888040964651,2156.1884765625
OTHER,64,8.271367250142958,2707.515625
OTHER,97,40.08875044713227,2071.36962890625
OTHER,99,4.6644207483756785,1841.7548828125
OTHER,69,0.775375988288703,2055.667236328125
OTHER,100,60.062454436896346,1674.7490234375
OTHER,107,8.74366740231967,1866.224609375
OTHER,65,1.7026996577269555,1619.63134765625
OTHER,129,18.92149093996152,1767.0634765625
OTHER,103,94.36504727842336,2435.1728515625
OTHER,118,94.54446013179682,2512.931640625
OTHER,106,10.833479438553479,1989.390625
OTHER,84,5.575016450152228,2270.8565673828125
OTHER,94,5.640154121992223,1609.93505859375
OTHER,109,5.0274755831529685,2187.78515625
OTHER,116,3.468836346321152,1954.449951171875
OTHER,77,2.644523461209518,2317.279052734375
OTHER,91,37.80324202123349,2527.925537109375
OTHER,121,7.650628771014977,2296.6171875
OTHER,131,2.428810053736912,1988.59716796875
OTHER,126,6.499885460086777,1628.3238525390625
OTHER,102,2.0157898826202105,1759.4049072265625
OTHER,121,2.726015689824283,2290.587890625
OTHER,111,19.113237431460306,1942.52001953125
OTHER,82,1.5488009200749566,1988.8095703125
OTHER,63,2.6355470436996233,2232.65087890625
OTHER,32,7.607570827763423,2323.601318359375
OTHER,118,2.512586798715418,2331.155029296875
OTHER,108,2.389064392644376,2032.953857421875
OTHER,158,2.149045281750077,2082.69140625
OTHER,76,26.27736900099498,1530.628662109375
OTHER,108,13.936113753758057,2340.046630859375
OTHER,55,6.04849658261428,2369.88916015625
OTHER,93,3.8368589003433717,1729.04541015625
OTHER,87,74.85784924725415,1761.573974609375
OTHER,114,18.34907813259346,1943.06005859375
OTHER,70,30.806053962226088,1517.6265869140625
OTHER,97,2.0627595341278764,2403.2275390625
OTHER,87,5.392798381641853,1870.3203125
OTHER,73,1.5185473194005998,2548.5517578125
OTHER,103,2.2146643217566004,2162.89013671875
OTHER,126,16.6573675081717,2291.317138671875
OTHER,38,1.4518762165005437,1473.7120361328125
OTHER,158,53.465098455514344,2002.2607421875
OTHER,104,8.364546694662085,1618.82470703125
OTHER,35,11.092726658655465,1579.3642578125
OTHER,86,71.28229776193504,2214.95947265625
OTHER,103,2.2146643217566004,2162.89013671875
OTHER,67,12.339475271743842,1548.55712890625
OTHER,117,7.333778509406941,2366.05810546875
OTHER,137,49.32447722067289,1984.66650390625
OTHER,122,2.1224008604253215,2125.13232421875
OTHER,100,34.911638427826624,2048.7738037109375
OTHER,57,6.276321164642253,2109.9267578125
OTHER,95,11.989134666210251,2969.96875
OTHER,117,22.5765093215255,2018.852294921875
OTHER,131,1.3481875746456147,1698.87890625
OTHER,130,1.3441530593126654,1693.061767578125
OTHER,38,3.2136780794625524,2724.278564453125
OTHER,122,2.448505486841889,1951.156494140625
OTHER,72,5.638361100638724,1836.1380615234375
OTHER,88,8.604413008269495,1696.4774169921875
OTHER,100,1.143619209253063,2851.677978515625
OTHER,142,1.674867665863553,1993.56591796875
OTHER,93,2.4511759214371236,2083.212158203125
OTHER,59,69.81368300497105,1545.470703125
OTHER,204,3.6977582394088193,2125.8828125
OTHER,53,1.5053212064225907,1962.94140625
OTHER,82,1.992479614574952,2966.806396484375
OTHER,118,46.399408406005534,2042.3197021484375
OTHER,36,2.356319085027031,1930.505859375
OTHER,39,93.39940174527716,2361.697509765625
OTHER,79,4.3511039081410745,2412.752685546875
OTHER,74,1.4367485977832268,1467.8565673828125
OTHER,134,0.9723146861975973,2104.71240234375
OTHER,49,1.4406634749087173,2091.509765625
OTHER,82,5.212756277159789,1629.0635986328125
OTHER,78,21.38785845015616,2472.251953125
OTHER,57,1.1352892207642615,2218.296142578125
OTHER,120,0.7087446224972407,2430.414794921875
OTHER,75,26.703549005585316,2538.14453125
OTHER,73,31.782248288949916,1986.18701171875
OTHER,134,46.433159227451654,2540.5322265625
OTHER,11,5.159428475268469,1594.524169921875
OTHER,73,2.0426543482989814,2319.8671875
OTHER,103,7.465434579020856,3435.7197265625
OTHER,121,4.653036422892253,1914.1953125
OTHER,146,0.934013129239966,2103.107421875
OTHER,64,69.11555860466368,1406.0994873046875
OTHER,161,2.8232958556558065,1898.3427734375
OTHER,67,84.92910975161742,1923.508056640625
OTHER,100,1.2604024913522127,2373.592041015625
OTHER,11,3.8454660743269193,2743.0341796875
OTHER,69,16.371255559784036,2363.986328125
OTHER,56,1.4354129028250524,1843.4061279296875
OTHER,100,6.138479344825457,1875.365966796875
OTHER,63,4.07197857666754,2763.2197265625
OTHER,100,28.99274679680408,1701.736328125
OTHER,82,33.162866572352414,2065.7366943359375
OTHER,105,62.70562595892388,2048.3017578125
OTHER,65,10.089026896459805,3222.1435546875
OTHER,28,3.9616578987150732,3132.72607421875
OTHER,102,2.4186589552032025,2886.501953125
OTHER,100,5.282337841433831,1560.4974365234375
OTHER,104,76.75434778002031,1943.130859375
OTHER,88,5.580504751104618,2200.370849609375
OTHER,95,2.274354374076678,2406.94189453125
OTHER,126,6.154315814885768,1474.1243896484375
OTHER,67,3.917062788945628,2708.48486328125
OTHER,21,3.8428791900313626,2466.778076171875
OTHER,44,42.69945069371327,2596.060546875
OTHER,55,37.21568211521662,1360.984375
OTHER,44,8.253942623227655,2922.678955078125
OTHER,42,14.511396358262973,2339.00244140625
OTHER,152,1.1010546536459223,2292.13232421875
OTHER,100,62.39470904520953,1690.702392578125
OTHER,75,23.777717161579357,1512.4453125
OTHER,111,2.097718529946883,2216.5234375
OTHER,104,1.9829513785028245,1759.211669921875
OTHER,51,16.5173058804378,1502.810546875
OTHER,50,7.451793057086647,1812.3695068359375
OTHER,82,2.418026450151303,1763.228759765625
OTHER,65,88.32811300112839,2867.744140625
OTHER,100,2.395412514390958,2671.01611328125
OTHER,104,4.505223255915292,1851.369384765625
OTHER,119,2.0066656205042888,2207.787841796875
OTHER,58,14.733786388379363,1866.965576171875
OTHER,71,8.034971879568934,1726.1416015625
OTHER,99,80.02780425626418,2035.6650390625
OTHER,73,83.74101613761249,1834.6015625
OTHER,101,1.5823950349382703,2359.26171875
OTHER,109,13.169135223356752,2115.693359375
OTHER,122,2.3893802297230264,1811.9444580078125
OTHER,49,2.3772988974254825,1949.4619140625
OTHER,118,14.224134937459308,2089.451171875
OTHER,122,13.338915519205997,1948.2738037109375
OTHER,127,29.80900183954061,2124.1962890625
OTHER,100,2.5146644122626243,1748.2822265625
OTHER,134,1.830401493093243,2034.6591796875
OTHER,117,48.44555665275707,2190.4013671875
OTHER,38,63.790046788257285,2850.900390625
OTHER,134,2.9658590070878197,1988.5577392578125
OTHER,133,5.27162670156996,1681.1484375
OTHER,130,1.3205470200738803,1669.10009765625
OTHER,127,37.26147358563804,2106.7138671875
OTHER,135,73.02123482920878,1633.904296875
OTHER,53,7.644745384900262,1911.94921875
OTHER,123,2.3380105608110497,2003.258544921875
OTHER,135,12.545458101869217,2342.015625
OTHER,56,97.69409724626715,2668.0634765625
OTHER,143,18.42557102891795,2695.6474609375
OTHER,107,19.935123915372458,1991.54931640625
OTHER,116,20.128851201605638,2040.1932373046875
OTHER,85,98.02964081462396,2645.6103515625
OTHER,26,18.438779310996658,1369.2738037109375
OTHER,159,83.13957799607196,2219.9560546875
OTHER,122,21.953097425754518,1727.32421875
OTHER,88,2.407751888741927,1475.9794921875
OTHER,35,3.3577203700676184,3498.66796875
OTHER,101,8.139627774132554,2055.56640625
OTHER,21,39.15779320927286,3265.3544921875
OTHER,103,8.937372156441981,1904.5634765625
OTHER,127,2.1522405624782945,1881.231201171875
OTHER,60,16.80184316768425,3351.9951171875
OTHER,22,7.75499819520738,1580.01513671875
OTHER,55,3.264997090852624,2590.5234375
OTHER,179,8.358802694304925,1957.5673828125
OTHER,67,3.415296319721209,1617.833984375
OTHER,116,53.43647248867259,1962.607666015625
OTHER,128,36.09153147983104,2547.75439453125
OTHER,97,4.786276500189447,2204.474609375
OTHER,66,3.851440396106721,2288.4345703125
OTHER,180,2.1056701322824694,2174.5577392578125
OTHER,56,6.524344157919392,1780.642822265625
OTHER,64,34.51320279752839,2645.4842529296875
OTHER,73,76.04713683208675,2115.28955078125
OTHER,72,63.72029124595059,2911.48486328125
OTHER,49,0.98916555833585,1952.258056640625
OTHER,119,18.4977701931687,2107.1533203125
OTHER,31,2.7015995569385005,1579.39453125
OTHER,124,2.9474320897884327,2725.867919921875
OTHER,100,60.0569351533316,1674.759033203125
OTHER,70,2.125385855991198,2928.7879638671875
OTHER,69,2.176558136946045,2249.7578125
OTHER,109,4.019035880690989,2607.856201171875
OTHER,87,1.2304294521599277,1880.75390625
OTHER,53,3.566109279331017,1985.50830078125
OTHER,105,44.29668283894683,1817.27783203125
OTHER,123,1.0991404397873346,2511.810546875
OTHER,100,2.4052995643732045,2001.680908203125
OTHER,90,15.1411345594341,2203.5540771484375
OTHER,77,2.5048223340085918,3071.149169921875
OTHER,124,8.804566179824079,2085.917236328125
OTHER,49,26.461167868508863,2881.5546875
OTHER,93,3.922795315869027,1840.96875
OTHER,109,16.405402955746155,1691.8720703125
OTHER,78,4.331390143118025,2569.7001953125
OTHER,96,1.9233438514598418,2081.4337158203125
OTHER,71,3.039057246618446,2330.124755859375
OTHER,115,5.414507266635372,1907.806640625
OTHER,148,9.536887649667559,2099.866943359375
OTHER,95,59.7596968054098,1658.87646484375
OTHER,91,2.3153885131374543,2285.9365234375
OTHER,150,1.7958551930549547,2130.1416015625
OTHER,124,4.496598267004387,1965.479736328125
OTHER,98,3.779135481348864,1805.391845703125
OTHER,101,77.38388405563046,2445.1044921875
OTHER,72,9.59329617646388,2573.1444091796875
OTHER,106,1.915133081229959,2767.8681640625
OTHER,136,72.69493499091728,2093.22998046875
OTHER,115,4.407878921110796,2693.3408203125
OTHER,116,2.471936730057692,2806.0928955078125
OTHER,25,4.164971375588343,2019.5810546875
OTHER,140,47.994482358242735,2064.728759765625
OTHER,71,21.27675671919943,2776.4072265625
OTHER,109,2.1923133683113423,1982.5830078125
OTHER,117,14.214498189436686,1677.97265625
OTHER,111,2.121095744059951,2125.71484375
OTHER,72,39.28541514523608,2629.63232421875
OTHER,101,2.0806247299230725,2294.689453125
OTHER,116,36.14328925502458,2185.3984375
OTHER,59,9.411397410382165,3148.57080078125
OTHER,69,7.655374864751348,2845.87890625
OTHER,25,45.21528470172344,2205.947265625
OTHER,94,22.62689411912531,2321.75927734375
OTHER,87,85.92401372015237,1979.49609375
OTHER,87,14.218408553159213,2224.595703125
OTHER,61,5.26537002741467,1627.47119140625
OTHER,217,8.165549738306781,2122.206298828125
OTHER,70,17.73970372990984,2009.89501953125
OTHER,13,2.5723309705094946,3019.47265625
OTHER,125,91.42858779301805,2279.63671875
OTHER,139,29.87835649483021,2013.53125
OTHER,36,115.6729744956064,3945.091064453125
OTHER,70,15.4534894173598,1893.6324462890625
OTHER,65,1.0453217116516855,2495.06640625
OTHER,137,22.3395929180322,2373.06787109375
OTHER,118,16.463014007147336,1790.65966796875
OTHER,25,1.3980699162554011,2031.664794921875
OTHER,37,2.940261235463714,2951.216064453125
OTHER,79,7.323850392572272,2188.779296875
OTHER,40,3.849688310934643,1816.8232421875
OTHER,25,2.453278178940606,1687.630859375
OTHER,98,2.4129041720533873,2506.132568359375
OTHER,97,2.87062386038424,1862.66796875
OTHER,91,9.826344628383943,1678.72607421875
OTHER,174,1.1593671206355065,2246.4566650390625
OTHER,93,3.2618177277485003,2094.14111328125
OTHER,67,6.104658946473004,2287.689453125
OTHER,84,3.7480153502839153,2471.406005859375
OTHER,74,3.3036111635044927,1790.047607421875
OTHER,72,1.935439768461893,1889.17041015625
OTHER,102,6.608979517046422,2659.2515869140625
OTHER,65,2.3460955591471375,2257.0703125
OTHER,126,7.584401964329604,1615.351318359375
OTHER,161,9.104913372024642,2269.13623046875
OTHER,53,5.470665444402707,2708.576416015625
OTHER,136,0.9860148347363709,1948.225830078125
OTHER,103,2.2146643217566004,2162.89013671875
OTHER,55,77.6617559507541,2771.9267578125
OTHER,22,2.521310751774748,2382.82958984375
OTHER,113,6.782835491802399,1500.87744140625
OTHER,109,38.96489864857705,1663.9873046875
OTHER,140,10.302898793170197,2065.3251953125
OTHER,47,49.90487142792805,2986.677001953125
OTHER,113,3.547666776056694,1869.6640625
OTHER,61,14.488846360973795,1590.443359375
OTHER,21,2.064571278036258,5152.18359375
OTHER,60,2.534404414059283,1831.5272216796875
OTHER,128,0.8902201587068685,2119.03857421875
OTHER,104,2.1662538989513864,1892.63232421875
OTHER,40,17.061699890688246,2434.231689453125
OTHER,120,21.263125537319485,2298.80419921875
OTHER,61,4.970771712754713,2316.33935546875
OTHER,31,8.75632462639088,2057.4873046875
OTHER,42,1.1981000495153737,1800.1966552734375
OTHER,104,2.962695867090028,2748.59033203125
OTHER,96,40.79779187000575,1933.6978759765625
OTHER,88,3.104670345548303,2671.9776611328125
OTHER,115,23.318998007090844,2362.114501953125
OTHER,83,93.47103952673059,2497.57421875
OTHER,97,2.576639728617752,3250.851318359375
OTHER,163,28.68389429235178,2185.7099609375
OTHER,109,0.5658891332198775,3150.0458984375
OTHER,71,1.5279886412790327,1832.9541015625
OTHER,41,13.521157292899789,2795.04052734375
OTHER,47,41.70081093130773,2261.939453125
OTHER,124,76.84440225527464,2175.15966796875
OTHER,108,3.363657125905278,2283.94580078125
OTHER,70,4.158710411389264,2534.37451171875
OTHER,186,1.4408046231755334,2190.5814208984375
OTHER,55,3.276158584736437,2590.45703125
OTHER,81,3.58790907934032,1638.48291015625
OTHER,95,1.9916332935345897,1552.169921875
OTHER,72,1.447887897563902,1891.89013671875
OTHER,149,38.023677506216394,1978.094970703125
OTHER,100,17.273549904327936,1805.937255859375
OTHER,41,51.08382003349304,2815.373046875
OTHER,55,1.2322748096645748,2479.3681640625
OTHER,124,12.916606376851897,2191.71142578125
OTHER,21,5.631564803406309,1232.6083984375
OTHER,53,0.5337899364071897,3133.88671875
OTHER,119,6.287345766791223,2171.31640625
OTHER,88,11.973605875290023,1856.8896484375
OTHER,86,3.376523246229714,2174.939453125
OTHER,47,2.989872509060219,3051.611328125
OTHER,75,0.790501748727418,1963.274169921875
OTHER,147,24.85330701494738,1969.826171875
OTHER,65,5.1516895910336595,1581.845703125
OTHER,112,2.7532058441987433,2126.7313232421875
OTHER,24,10.133424785754247,1904.449951171875
OTHER,118,12.344918750626762,2462.05078125
OTHER,84,14.057034713311488,1766.79541015625
OTHER,155,1.100158023454403,2287.394775390625
OTHER,82,1.0823285551133222,2410.6484375
OTHER,81,7.4610891628109135,2156.85302734375
OTHER,66,6.0377668451170425,2286.4306640625
OTHER,144,7.385235711761747,2074.7177734375
OTHER,53,0.8613122474921412,2259.82861328125
OTHER,101,26.279873130114293,1665.10302734375
OTHER,125,12.073679547085538,1599.703125
OTHER,88,4.274922454359844,1985.6728515625
OTHER,84,37.16726528300347,2263.494140625
OTHER,84,1.989196247614358,2426.836669921875
OTHER,96,8.169303976251875,2145.046875
OTHER,54,7.910723584182985,1541.41552734375
OTHER,98,19.208541237465177,1897.31640625
OTHER,143,1.8540113855194151,1965.8818359375
OTHER,102,3.6830629804193795,2202.152587890625
OTHER,150,0.6190452612673504,3251.453125
OTHER,80,1.4313466984046515,2029.19677734375
OTHER,78,75.15430821681964,1615.05224609375
OTHER,112,3.892363191352489,2373.7021484375
OTHER,48,70.68500678041454,2444.041259765625
OTHER,93,19.116471214131657,1983.8310546875
OTHER,38,80.91209211453742,1748.47265625
OTHER,30,2.3620965221050314,2228.195068359375
OTHER,99,2.5624585598554366,1520.80126953125
OTHER,32,0.647458245365604,3000.0689697265625
OTHER,101,17.934519857500515,1866.52392578125
OTHER,100,20.966439381937015,2094.526611328125
OTHER,84,8.193288776679765,2174.4642333984375
OTHER,122,4.5972288662974155,1821.9049072265625
OTHER,50,19.097991078719595,2628.2333984375
OTHER,102,2.222891130808287,2200.083251953125
OTHER,59,7.270721557960916,1607.89892578125
OTHER,118,78.5650030849292,2751.694091796875
OTHER,32,1.5733593203713907,2107.515869140625
OTHER,38,4.691650878479509,2503.99462890625
OTHER,89,18.1514915172718,2611.9072265625
OTHER,122,6.3888776332490025,1831.2852783203125
OTHER,103,2.905957836637064,2442.481689453125
OTHER,103,2.2146643217566004,2162.89013671875
OTHER,65,47.145451449782136,2204.1484375
OTHER,103,5.4911399765003175,1764.365234375
